ticker,company,cik,form,filing_date,report_date,accession,primary_doc_description,document_url,filing_index_url
JPM,JPMORGAN CHASE & CO,19617,4,2026-05-20,2026-05-20,0001225208-26-005514,,https://www.sec.gov/Archives/edgar/data/19617/000122520826005514/xslF345X06/doc4.xml,https://www.sec.gov/Archives/edgar/data/19617/000122520826005514/0001225208-26-005514-index.htm
AMZN,AMAZON COM INC,1018724,4,2026-05-19,2026-05-15,0002024813-26-000006,FORM 4,https://www.sec.gov/Archives/edgar/data/1018724/000202481326000006/xslF345X06/wk-form4_1779225197.xml,https://www.sec.gov/Archives/edgar/data/1018724/000202481326000006/0002024813-26-000006-index.htm
AMZN,AMAZON COM INC,1018724,4,2026-05-19,2026-05-15,0001936006-26-000016,FORM 4,https://www.sec.gov/Archives/edgar/data/1018724/000193600626000016/xslF345X06/wk-form4_1779224693.xml,https://www.sec.gov/Archives/edgar/data/1018724/000193600626000016/0001936006-26-000016-index.htm
AMZN,AMAZON COM INC,1018724,4,2026-05-19,2026-05-15,0001851101-26-000002,FORM 4,https://www.sec.gov/Archives/edgar/data/1018724/000185110126000002/xslF345X06/wk-form4_1779224183.xml,https://www.sec.gov/Archives/edgar/data/1018724/000185110126000002/0001851101-26-000002-index.htm
AMZN,AMAZON COM INC,1018724,4,2026-05-19,2026-05-15,0001183818-26-000005,FORM 4,https://www.sec.gov/Archives/edgar/data/1018724/000118381826000005/xslF345X06/wk-form4_1779223704.xml,https://www.sec.gov/Archives/edgar/data/1018724/000118381826000005/0001183818-26-000005-index.htm
GOOGL,Alphabet Inc.,1652044,4,2026-05-19,2026-05-15,0001193125-26-231383,4,https://www.sec.gov/Archives/edgar/data/1652044/000119312526231383/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1652044/000119312526231383/0001193125-26-231383-index.htm
META,"Meta Platforms, Inc.",1326801,4,2026-05-19,2026-05-15,0000950103-26-007496,FORM 4,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007496/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007496/0000950103-26-007496-index.htm
META,"Meta Platforms, Inc.",1326801,4,2026-05-19,2026-05-15,0000950103-26-007493,FORM 4,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007493/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007493/0000950103-26-007493-index.htm
META,"Meta Platforms, Inc.",1326801,4,2026-05-19,2026-05-15,0000950103-26-007492,FORM 4,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007492/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007492/0000950103-26-007492-index.htm
META,"Meta Platforms, Inc.",1326801,4,2026-05-19,2026-05-15,0000950103-26-007491,FORM 4,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007491/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007491/0000950103-26-007491-index.htm
META,"Meta Platforms, Inc.",1326801,4,2026-05-19,2026-05-15,0000950103-26-007490,FORM 4,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007490/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007490/0000950103-26-007490-index.htm
META,"Meta Platforms, Inc.",1326801,4,2026-05-19,2026-05-15,0000950103-26-007489,FORM 4,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007489/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007489/0000950103-26-007489-index.htm
META,"Meta Platforms, Inc.",1326801,4,2026-05-19,2026-05-15,0000950103-26-007488,FORM 4,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007488/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007488/0000950103-26-007488-index.htm
META,"Meta Platforms, Inc.",1326801,4,2026-05-19,2026-05-15,0000950103-26-007478,FORM 4,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007478/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007478/0000950103-26-007478-index.htm
META,"Meta Platforms, Inc.",1326801,4,2026-05-19,2026-05-15,0000950103-26-007475,FORM 4,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007475/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007475/0000950103-26-007475-index.htm
META,"Meta Platforms, Inc.",1326801,4,2026-05-19,2026-05-15,0000950103-26-007474,FORM 4,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007474/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007474/0000950103-26-007474-index.htm
META,"Meta Platforms, Inc.",1326801,4,2026-05-19,2026-05-15,0000950103-26-007472,FORM 4,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007472/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007472/0000950103-26-007472-index.htm
META,"Meta Platforms, Inc.",1326801,4,2026-05-19,2026-05-15,0000950103-26-007470,FORM 4,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007470/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007470/0000950103-26-007470-index.htm
META,"Meta Platforms, Inc.",1326801,4,2026-05-19,2026-05-15,0000950103-26-007469,FORM 4,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007469/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007469/0000950103-26-007469-index.htm
META,"Meta Platforms, Inc.",1326801,4,2026-05-19,2026-05-15,0000950103-26-007468,FORM 4,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007468/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007468/0000950103-26-007468-index.htm
META,"Meta Platforms, Inc.",1326801,4,2026-05-19,2026-05-15,0000950103-26-007466,FORM 4,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007466/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007466/0000950103-26-007466-index.htm
META,"Meta Platforms, Inc.",1326801,4,2026-05-19,2026-05-15,0000950103-26-007464,FORM 4,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007464/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007464/0000950103-26-007464-index.htm
META,"Meta Platforms, Inc.",1326801,4,2026-05-19,2026-05-15,0000950103-26-007463,FORM 4,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007463/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007463/0000950103-26-007463-index.htm
META,"Meta Platforms, Inc.",1326801,4,2026-05-19,2026-05-15,0000950103-26-007462,FORM 4,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007462/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007462/0000950103-26-007462-index.htm
META,"Meta Platforms, Inc.",1326801,4,2026-05-19,2026-05-15,0000950103-26-007460,FORM 4,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007460/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007460/0000950103-26-007460-index.htm
META,"Meta Platforms, Inc.",1326801,4,2026-05-19,2026-05-15,0000950103-26-007458,FORM 4,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007458/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007458/0000950103-26-007458-index.htm
AMD,ADVANCED MICRO DEVICES INC,2488,4,2026-05-19,2026-05-15,0000002488-26-000098,FORM 4,https://www.sec.gov/Archives/edgar/data/2488/000000248826000098/xslF345X06/wk-form4_1779221586.xml,https://www.sec.gov/Archives/edgar/data/2488/000000248826000098/0000002488-26-000098-index.htm
KO,COCA COLA CO,21344,4,2026-05-19,2026-05-15,0000021344-26-000142,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/21344/000002134426000142/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/21344/000002134426000142/0000021344-26-000142-index.htm
COIN,"Coinbase Global, Inc.",1679788,4,2026-05-19,2026-05-15,0001679788-26-000055,FORM 4,https://www.sec.gov/Archives/edgar/data/1679788/000167978826000055/xslF345X06/wk-form4_1779221536.xml,https://www.sec.gov/Archives/edgar/data/1679788/000167978826000055/0001679788-26-000055-index.htm
MSFT,MICROSOFT CORP,789019,4,2026-05-18,2026-05-14,0000789019-26-000075,STATEMENT OF CHANGES IN BENEFICIAL OWNERSHIP OF SECURITIES,https://www.sec.gov/Archives/edgar/data/789019/000078901926000075/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/789019/000078901926000075/0000789019-26-000075-index.htm
GOOGL,Alphabet Inc.,1652044,4,2026-05-18,2026-05-14,0001168404-26-000025,,https://www.sec.gov/Archives/edgar/data/1652044/000116840426000025/xslF345X06/form4-05182026_100553.xml,https://www.sec.gov/Archives/edgar/data/1652044/000116840426000025/0001168404-26-000025-index.htm
TSLA,"Tesla, Inc.",1318605,4,2026-05-15,2026-05-13,0001104659-26-062860,OWNERSHIP DOCUMENT,https://www.sec.gov/Archives/edgar/data/1318605/000110465926062860/xslF345X06/tm2614845-1_4seq1.xml,https://www.sec.gov/Archives/edgar/data/1318605/000110465926062860/0001104659-26-062860-index.htm
AMD,ADVANCED MICRO DEVICES INC,2488,4,2026-05-15,2026-05-13,0000002488-26-000096,FORM 4,https://www.sec.gov/Archives/edgar/data/2488/000000248826000096/xslF345X06/wk-form4_1778879141.xml,https://www.sec.gov/Archives/edgar/data/2488/000000248826000096/0000002488-26-000096-index.htm
AMD,ADVANCED MICRO DEVICES INC,2488,4,2026-05-15,2026-05-13,0000002488-26-000094,FORM 4,https://www.sec.gov/Archives/edgar/data/2488/000000248826000094/xslF345X06/wk-form4_1778878661.xml,https://www.sec.gov/Archives/edgar/data/2488/000000248826000094/0000002488-26-000094-index.htm
AMD,ADVANCED MICRO DEVICES INC,2488,4,2026-05-15,2026-05-13,0000002488-26-000092,FORM 4,https://www.sec.gov/Archives/edgar/data/2488/000000248826000092/xslF345X06/wk-form4_1778878523.xml,https://www.sec.gov/Archives/edgar/data/2488/000000248826000092/0000002488-26-000092-index.htm
AMD,ADVANCED MICRO DEVICES INC,2488,4,2026-05-15,2026-05-13,0000002488-26-000090,FORM 4,https://www.sec.gov/Archives/edgar/data/2488/000000248826000090/xslF345X06/wk-form4_1778878435.xml,https://www.sec.gov/Archives/edgar/data/2488/000000248826000090/0000002488-26-000090-index.htm
AMD,ADVANCED MICRO DEVICES INC,2488,4,2026-05-15,2026-05-13,0000002488-26-000088,FORM 4,https://www.sec.gov/Archives/edgar/data/2488/000000248826000088/xslF345X06/wk-form4_1778878356.xml,https://www.sec.gov/Archives/edgar/data/2488/000000248826000088/0000002488-26-000088-index.htm
AMD,ADVANCED MICRO DEVICES INC,2488,4,2026-05-15,2026-05-13,0000002488-26-000086,FORM 4,https://www.sec.gov/Archives/edgar/data/2488/000000248826000086/xslF345X06/wk-form4_1778878294.xml,https://www.sec.gov/Archives/edgar/data/2488/000000248826000086/0000002488-26-000086-index.htm
AMD,ADVANCED MICRO DEVICES INC,2488,4,2026-05-15,2026-05-13,0000002488-26-000084,FORM 4,https://www.sec.gov/Archives/edgar/data/2488/000000248826000084/xslF345X06/wk-form4_1778878215.xml,https://www.sec.gov/Archives/edgar/data/2488/000000248826000084/0000002488-26-000084-index.htm
AMD,ADVANCED MICRO DEVICES INC,2488,4,2026-05-15,2026-05-13,0000002488-26-000082,FORM 4,https://www.sec.gov/Archives/edgar/data/2488/000000248826000082/xslF345X06/wk-form4_1778878151.xml,https://www.sec.gov/Archives/edgar/data/2488/000000248826000082/0000002488-26-000082-index.htm
AMD,ADVANCED MICRO DEVICES INC,2488,8-K,2026-05-15,2026-05-13,0001193125-26-226746,8-K,https://www.sec.gov/Archives/edgar/data/2488/000119312526226746/d118163d8k.htm,https://www.sec.gov/Archives/edgar/data/2488/000119312526226746/0001193125-26-226746-index.htm
INTC,INTEL CORP,50863,4,2026-05-15,2026-05-13,0000050863-26-000128,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/50863/000005086326000128/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/50863/000005086326000128/0000050863-26-000128-index.htm
INTC,INTEL CORP,50863,4,2026-05-15,2026-05-13,0000050863-26-000127,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/50863/000005086326000127/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/50863/000005086326000127/0000050863-26-000127-index.htm
INTC,INTEL CORP,50863,4,2026-05-15,2026-05-13,0000050863-26-000126,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/50863/000005086326000126/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/50863/000005086326000126/0000050863-26-000126-index.htm
INTC,INTEL CORP,50863,4,2026-05-15,2026-05-13,0000050863-26-000125,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/50863/000005086326000125/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/50863/000005086326000125/0000050863-26-000125-index.htm
INTC,INTEL CORP,50863,4,2026-05-15,2026-05-13,0000050863-26-000124,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/50863/000005086326000124/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/50863/000005086326000124/0000050863-26-000124-index.htm
INTC,INTEL CORP,50863,4,2026-05-15,2026-05-13,0000050863-26-000123,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/50863/000005086326000123/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/50863/000005086326000123/0000050863-26-000123-index.htm
INTC,INTEL CORP,50863,4,2026-05-15,2026-05-13,0000050863-26-000122,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/50863/000005086326000122/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/50863/000005086326000122/0000050863-26-000122-index.htm
INTC,INTEL CORP,50863,4,2026-05-15,2026-05-13,0000050863-26-000121,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/50863/000005086326000121/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/50863/000005086326000121/0000050863-26-000121-index.htm
INTC,INTEL CORP,50863,4,2026-05-15,2026-05-13,0000050863-26-000120,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/50863/000005086326000120/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/50863/000005086326000120/0000050863-26-000120-index.htm
INTC,INTEL CORP,50863,4,2026-05-15,2026-05-13,0000050863-26-000119,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/50863/000005086326000119/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/50863/000005086326000119/0000050863-26-000119-index.htm
INTC,INTEL CORP,50863,8-K,2026-05-15,2026-05-13,0000050863-26-000118,8-K,https://www.sec.gov/Archives/edgar/data/50863/000005086326000118/intc-20260513.htm,https://www.sec.gov/Archives/edgar/data/50863/000005086326000118/0000050863-26-000118-index.htm
JPM,JPMORGAN CHASE & CO,19617,4,2026-05-15,2026-05-15,0001225208-26-005411,,https://www.sec.gov/Archives/edgar/data/19617/000122520826005411/xslF345X06/doc4.xml,https://www.sec.gov/Archives/edgar/data/19617/000122520826005411/0001225208-26-005411-index.htm
JPM,JPMORGAN CHASE & CO,19617,4,2026-05-15,2026-05-15,0001225208-26-005410,,https://www.sec.gov/Archives/edgar/data/19617/000122520826005410/xslF345X06/doc4.xml,https://www.sec.gov/Archives/edgar/data/19617/000122520826005410/0001225208-26-005410-index.htm
JPM,JPMORGAN CHASE & CO,19617,4,2026-05-15,2026-05-14,0001225208-26-005409,,https://www.sec.gov/Archives/edgar/data/19617/000122520826005409/xslF345X06/doc4.xml,https://www.sec.gov/Archives/edgar/data/19617/000122520826005409/0001225208-26-005409-index.htm
JPM,JPMORGAN CHASE & CO,19617,4,2026-05-15,2026-05-15,0001225208-26-005408,,https://www.sec.gov/Archives/edgar/data/19617/000122520826005408/xslF345X06/doc4.xml,https://www.sec.gov/Archives/edgar/data/19617/000122520826005408/0001225208-26-005408-index.htm
MSFT,MICROSOFT CORP,789019,8-K,2026-05-14,2026-05-13,0001193125-26-224155,8-K,https://www.sec.gov/Archives/edgar/data/789019/000119312526224155/d125909d8k.htm,https://www.sec.gov/Archives/edgar/data/789019/000119312526224155/0001193125-26-224155-index.htm
META,"Meta Platforms, Inc.",1326801,4,2026-05-13,2026-05-11,0000950103-26-007167,FORM 4,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007167/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007167/0000950103-26-007167-index.htm
AMD,ADVANCED MICRO DEVICES INC,2488,4,2026-05-13,2026-05-11,0000002488-26-000080,FORM 4,https://www.sec.gov/Archives/edgar/data/2488/000000248826000080/xslF345X06/wk-form4_1778703871.xml,https://www.sec.gov/Archives/edgar/data/2488/000000248826000080/0000002488-26-000080-index.htm
KO,COCA COLA CO,21344,4,2026-05-13,2026-05-11,0000021344-26-000139,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/21344/000002134426000139/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/21344/000002134426000139/0000021344-26-000139-index.htm
AAPL,Apple Inc.,320193,4,2026-05-12,2026-05-08,0001140361-26-020871,FORM 4,https://www.sec.gov/Archives/edgar/data/320193/000114036126020871/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/320193/000114036126020871/0001140361-26-020871-index.htm
NVDA,NVIDIA CORP,1045810,DEF 14A,2026-05-12,2026-06-24,0001045810-26-000036,DEF 14A,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000036/nvda-20260512.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000036/0001045810-26-000036-index.htm
AMD,ADVANCED MICRO DEVICES INC,2488,4,2026-05-12,2026-05-08,0000002488-26-000078,FORM 4,https://www.sec.gov/Archives/edgar/data/2488/000000248826000078/xslF345X06/wk-form4_1778616232.xml,https://www.sec.gov/Archives/edgar/data/2488/000000248826000078/0000002488-26-000078-index.htm
GOOGL,Alphabet Inc.,1652044,8-K,2026-05-11,2026-05-11,0001193125-26-216986,8-K,https://www.sec.gov/Archives/edgar/data/1652044/000119312526216986/d109021d8k.htm,https://www.sec.gov/Archives/edgar/data/1652044/000119312526216986/0001193125-26-216986-index.htm
META,"Meta Platforms, Inc.",1326801,4,2026-05-11,2026-05-07,0000950103-26-007078,FORM 4,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007078/xslF345X06/ownership.xml,https://www.sec.gov/Archives/edgar/data/1326801/000095010326007078/0000950103-26-007078-index.htm
INTC,INTEL CORP,50863,4,2026-05-11,2026-05-07,0000050863-26-000108,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/50863/000005086326000108/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/50863/000005086326000108/0000050863-26-000108-index.htm
KO,COCA COLA CO,21344,4,2026-05-11,2026-05-07,0000021344-26-000137,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/21344/000002134426000137/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/21344/000002134426000137/0000021344-26-000137-index.htm
AAPL,Apple Inc.,320193,4,2026-05-08,2026-05-06,0001140361-26-020298,FORM 4,https://www.sec.gov/Archives/edgar/data/320193/000114036126020298/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/320193/000114036126020298/0001140361-26-020298-index.htm
NVDA,NVIDIA CORP,1045810,8-K,2026-05-08,2026-05-07,0001045810-26-000028,8-K,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000028/nvda-20260507.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000028/0001045810-26-000028-index.htm
INTC,INTEL CORP,50863,4,2026-05-08,2026-05-07,0000050863-26-000098,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/50863/000005086326000098/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/50863/000005086326000098/0000050863-26-000098-index.htm
INTC,INTEL CORP,50863,4,2026-05-08,2026-05-07,0000050863-26-000097,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/50863/000005086326000097/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/50863/000005086326000097/0000050863-26-000097-index.htm
INTC,INTEL CORP,50863,4,2026-05-08,2026-05-07,0000050863-26-000096,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/50863/000005086326000096/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/50863/000005086326000096/0000050863-26-000096-index.htm
INTC,INTEL CORP,50863,4,2026-05-08,2026-05-07,0000050863-26-000095,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/50863/000005086326000095/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/50863/000005086326000095/0000050863-26-000095-index.htm
INTC,INTEL CORP,50863,4,2026-05-08,2026-05-07,0000050863-26-000094,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/50863/000005086326000094/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/50863/000005086326000094/0000050863-26-000094-index.htm
INTC,INTEL CORP,50863,4,2026-05-08,2026-05-07,0000050863-26-000093,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/50863/000005086326000093/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/50863/000005086326000093/0000050863-26-000093-index.htm
INTC,INTEL CORP,50863,4,2026-05-08,2026-05-07,0000050863-26-000092,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/50863/000005086326000092/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/50863/000005086326000092/0000050863-26-000092-index.htm
INTC,INTEL CORP,50863,4,2026-05-08,2026-05-07,0000050863-26-000089,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/50863/000005086326000089/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/50863/000005086326000089/0000050863-26-000089-index.htm
INTC,INTEL CORP,50863,4,2026-05-08,2026-05-07,0000050863-26-000088,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/50863/000005086326000088/xslF345X06/form4.xml,https://www.sec.gov/Archives/edgar/data/50863/000005086326000088/0000050863-26-000088-index.htm
NFLX,NETFLIX INC,1065280,4,2026-05-07,2026-05-06,0001583109-26-000002,FORM 4,https://www.sec.gov/Archives/edgar/data/1065280/000158310926000002/xslF345X06/wk-form4_1778191869.xml,https://www.sec.gov/Archives/edgar/data/1065280/000158310926000002/0001583109-26-000002-index.htm
NFLX,NETFLIX INC,1065280,4,2026-05-07,2026-05-07,0001065280-26-000172,FORM 4,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000172/xslF345X06/wk-form4_1778191792.xml,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000172/0001065280-26-000172-index.htm
JPM,JPMORGAN CHASE & CO,19617,8-K,2026-05-07,2026-05-06,0001193125-26-211978,8-K,https://www.sec.gov/Archives/edgar/data/19617/000119312526211978/d903351d8k.htm,https://www.sec.gov/Archives/edgar/data/19617/000119312526211978/0001193125-26-211978-index.htm
COIN,"Coinbase Global, Inc.",1679788,10-Q,2026-05-07,2026-03-31,0001679788-26-000054,10-Q,https://www.sec.gov/Archives/edgar/data/1679788/000167978826000054/coin-20260331.htm,https://www.sec.gov/Archives/edgar/data/1679788/000167978826000054/0001679788-26-000054-index.htm
COIN,"Coinbase Global, Inc.",1679788,8-K,2026-05-07,2026-05-07,0001679788-26-000053,8-K,https://www.sec.gov/Archives/edgar/data/1679788/000167978826000053/coin-20260507.htm,https://www.sec.gov/Archives/edgar/data/1679788/000167978826000053/0001679788-26-000053-index.htm
AMZN,AMAZON COM INC,1018724,4,2026-05-06,2026-05-04,0001374545-26-000006,FORM 4,https://www.sec.gov/Archives/edgar/data/1018724/000137454526000006/xslF345X06/wk-form4_1778100121.xml,https://www.sec.gov/Archives/edgar/data/1018724/000137454526000006/0001374545-26-000006-index.htm
AMD,ADVANCED MICRO DEVICES INC,2488,10-Q,2026-05-06,2026-03-28,0000002488-26-000076,10-Q,https://www.sec.gov/Archives/edgar/data/2488/000000248826000076/amd-20260328.htm,https://www.sec.gov/Archives/edgar/data/2488/000000248826000076/0000002488-26-000076-index.htm
DIS,Walt Disney Co,1744489,10-Q,2026-05-06,2026-03-28,0001744489-26-000037,FORM 10-Q,https://www.sec.gov/Archives/edgar/data/1744489/000174448926000037/dis-20260328.htm,https://www.sec.gov/Archives/edgar/data/1744489/000174448926000037/0001744489-26-000037-index.htm
DIS,Walt Disney Co,1744489,8-K,2026-05-06,2026-05-06,0001744489-26-000036,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1744489/000174448926000036/dis-20260506.htm,https://www.sec.gov/Archives/edgar/data/1744489/000174448926000036/0001744489-26-000036-index.htm
AMZN,AMAZON COM INC,1018724,4,2026-05-05,2026-05-01,0001936006-26-000014,FORM 4,https://www.sec.gov/Archives/edgar/data/1018724/000193600626000014/xslF345X06/wk-form4_1778013858.xml,https://www.sec.gov/Archives/edgar/data/1018724/000193600626000014/0001936006-26-000014-index.htm
AMZN,AMAZON COM INC,1018724,4,2026-05-05,2026-05-01,0001018724-26-000016,FORM 4,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000016/xslF345X06/wk-form4_1778013416.xml,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000016/0001018724-26-000016-index.htm
NFLX,NETFLIX INC,1065280,4,2026-05-05,2026-05-04,0001065280-26-000170,FORM 4,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000170/xslF345X06/wk-form4_1778021149.xml,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000170/0001065280-26-000170-index.htm
NFLX,NETFLIX INC,1065280,4,2026-05-05,2026-05-04,0001065280-26-000169,FORM 4,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000169/xslF345X06/wk-form4_1778021110.xml,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000169/0001065280-26-000169-index.htm
NFLX,NETFLIX INC,1065280,4,2026-05-05,2026-05-04,0001065280-26-000168,FORM 4,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000168/xslF345X06/wk-form4_1778021060.xml,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000168/0001065280-26-000168-index.htm
NFLX,NETFLIX INC,1065280,4,2026-05-05,2026-05-04,0001065280-26-000167,FORM 4,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000167/xslF345X06/wk-form4_1778020947.xml,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000167/0001065280-26-000167-index.htm
NFLX,NETFLIX INC,1065280,4,2026-05-05,2026-05-04,0001065280-26-000166,FORM 4,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000166/xslF345X06/wk-form4_1778020893.xml,https://www.sec.gov/Archives/edgar/data/1065280/000106528026000166/0001065280-26-000166-index.htm
AMD,ADVANCED MICRO DEVICES INC,2488,8-K,2026-05-05,2026-05-05,0000002488-26-000072,8-K,https://www.sec.gov/Archives/edgar/data/2488/000000248826000072/amd-20260505.htm,https://www.sec.gov/Archives/edgar/data/2488/000000248826000072/0000002488-26-000072-index.htm
JPM,JPMORGAN CHASE & CO,19617,4,2026-05-05,2026-05-05,0001225208-26-004967,,https://www.sec.gov/Archives/edgar/data/19617/000122520826004967/xslF345X06/doc4.xml,https://www.sec.gov/Archives/edgar/data/19617/000122520826004967/0001225208-26-004967-index.htm
